semester_raw,problem_name,total_rows,total_students,exam_rows,exam_students,midterm_n,midterm,exam_ratio,student_ratio,looks_midtermish,obvious_false_positive
F24,mid2_w24_q12_sq_v2,604,146,595.0,145.0,1.0,mid2,0.9850993377483444,0.9931506849315068,True,False
F24,mid2_w24_q32_sq,9438,146,9307.0,145.0,1.0,mid2,0.9861199406653952,0.9931506849315068,True,False
F24,mid2_w24_q7_sq,754,146,733.0,145.0,1.0,mid2,0.9721485411140584,0.9931506849315068,True,False
F24,mid2_win22_fileEx_write_mc,635,146,629.0,145.0,1.0,mid2,0.9905511811023622,0.9931506849315068,True,False
F24,mid2_win23_from_regex,576,146,571.0,145.0,1.0,mid2,0.9913194444444444,0.9931506849315068,True,False
F24,mid2_win23_nested_dict_ac_v2,13590,146,13388.0,145.0,1.0,mid2,0.9851361295069905,0.9931506849315068,True,False
F24,mid_2__debug_continue_mc,604,146,595.0,145.0,1.0,mid2,0.9850993377483444,0.9931506849315068,True,False
F24,mid_2_fa22_unittest_mc,795,146,768.0,145.0,1.0,mid2,0.9660377358490566,0.9931506849315068,True,False
F24,mid_2_fall_23_dict_sorting,684,146,671.0,145.0,1.0,mid2,0.9809941520467836,0.9931506849315068,True,False
F24,mid_2_q12_debug_mc,717,146,692.0,145.0,1.0,mid2,0.9651324965132496,0.9931506849315068,True,False
F24,mid_2_q1_split_v3_mc,619,146,611.0,145.0,1.0,mid2,0.9870759289176091,0.9931506849315068,True,False
F24,mid_2_sorted_num_mc,627,146,610.0,145.0,1.0,mid2,0.9728867623604466,0.9931506849315068,True,False
F24,mid_2_unit_test_mc,687,146,665.0,145.0,1.0,mid2,0.9679767103347889,0.9931506849315068,True,False
F24,pp_happy_hour_specials_v2,4669,146,4182.0,144.0,1.0,mid1,0.8956950096380382,0.9863013698630136,False,False
F24,q_f24_which_assert_mcq,588,147,566.0,146.0,1.0,mid1,0.9625850340136054,0.9931972789115646,False,False
F24,q_mid1_w23_str_slice_methods,612,147,572.0,146.0,1.0,mid1,0.934640522875817,0.9931972789115646,True,False
F24,q_mid1_w24_unittest_class,727,147,656.0,146.0,1.0,mid1,0.9023383768913342,0.9931972789115646,True,False
F24,q_mid1_wn23_class_unittest_mcq_v2,695,147,659.0,146.0,1.0,mid1,0.9482014388489208,0.9931972789115646,True,False
F24,q_mid1f22_less_dict_v2,7050,147,6787.0,146.0,1.0,mid1,0.9626950354609929,0.9931972789115646,True,False
F24,q_mid2_wn23_nested_dict_mc,562,146,552.0,145.0,1.0,mid2,0.9822064056939501,0.9931506849315068,True,False
F24,q_midf21_call_parent_method,744,145,647.0,143.0,1.0,mid1,0.8696236559139785,0.9862068965517241,True,False
F24,q_midf21_class_car_test_pp_v2,4991,147,4500.0,146.0,1.0,mid1,0.9016229212582649,0.9931972789115646,True,False
F24,q_midf21_class_song_pp,2895,147,2691.0,146.0,1.0,mid1,0.9295336787564766,0.9931972789115646,True,False
F24,q_midf21_combo_price_ac_v3,8139,147,7660.0,146.0,1.0,mid1,0.9411475611254454,0.9931972789115646,True,False
F24,q_midf21_cond_weather_ac,6649,147,6400.0,146.0,1.0,mid1,0.9625507595127086,0.9931972789115646,True,False
F24,q_midf21_create_dog_class,860,147,740.0,146.0,1.0,mid1,0.8604651162790697,0.9931972789115646,True,False
F24,q_midf21_immutable?,680,147,636.0,146.0,1.0,mid1,0.9352941176470588,0.9931972789115646,True,False
F24,q_midf21_method_on_create_fitb,618,147,584.0,146.0,1.0,mid1,0.9449838187702265,0.9931972789115646,True,False
F24,q_midf21_no_return_fitb,590,147,565.0,146.0,1.0,mid1,0.9576271186440678,0.9931972789115646,True,False
F24,q_midf21_several_ifs_fitb,794,147,653.0,146.0,1.0,mid1,0.8224181360201511,0.9931972789115646,True,False
F24,q_midf21_turtle_draw_E_pp_v2,3930,147,3716.0,146.0,1.0,mid1,0.9455470737913486,0.9931972789115646,True,False
F24,q_midf21_two_list_to_dict_pp,3056,147,2814.0,146.0,1.0,mid1,0.9208115183246073,0.9931972789115646,True,False
F24,q_midf21_while_and,628,147,596.0,146.0,1.0,mid1,0.9490445859872612,0.9931972789115646,True,False
F24,q_midf22_class_pet_which_method,679,147,627.0,145.0,1.0,mid1,0.9234167893961709,0.9863945578231292,True,False
F24,q_midw22_album_and_song,630,147,606.0,146.0,1.0,mid1,0.9619047619047619,0.9931972789115646,True,False
F24,q_midw22_loop_controls_mcq,572,147,551.0,146.0,1.0,mid1,0.9632867132867133,0.9931972789115646,True,False
F24,q_midw23_git,661,147,640.0,146.0,1.0,mid1,0.9682299546142209,0.9931972789115646,True,False
F24,q_midw23_index_dup_pp_v2,4008,147,3716.0,146.0,1.0,mid1,0.9271457085828343,0.9931972789115646,True,False
F24,q_midw23_object_attributes_and_methods_v2,684,147,616.0,146.0,1.0,mid1,0.9005847953216374,0.9931972789115646,True,False
F24,regex_digits_mc,735,146,719.0,145.0,1.0,mid2,0.9782312925170068,0.9931506849315068,False,False
F24,sd-mcq-read-file,701,146,682.0,145.0,1.0,mid2,0.9728958630527818,0.9931506849315068,False,False
F24,sd-negative-slicing-mcq,587,147,558.0,146.0,1.0,mid1,0.9505962521294719,0.9931972789115646,False,False
F24,strip_mc,687,146,662.0,145.0,1.0,mid2,0.9636098981077147,0.9931506849315068,False,False
F25,M1-F25-AC-29-sq,73382,125,72686.0,125.0,1.0,mid1,0.9905153852443378,1.0,False,False
F25,M1-F25-AC-30-v4,92246,125,88306.0,125.0,1.0,mid1,0.957288120894131,1.0,False,False
F25,M1-F25-FITB-16,878,125,812.0,125.0,1.0,mid1,0.9248291571753986,1.0,False,False
F25,M1-F25-FITB-17,778,125,736.0,125.0,1.0,mid1,0.9460154241645244,1.0,False,False
F25,M1-F25-FITB-17-sq,778,125,736.0,125.0,1.0,mid1,0.9460154241645244,1.0,False,False
F25,M1-F25-FITB-18,720,125,684.0,125.0,1.0,mid1,0.95,1.0,False,False
F25,M1-F25-FITB-Ifs,720,125,684.0,125.0,1.0,mid1,0.95,1.0,False,False
F25,M1-F25-MCQ-1-sq-v2,607,125,582.0,125.0,1.0,mid1,0.9588138385502472,1.0,False,False
F25,M1-F25-MCQ-12-sq,678,125,655.0,125.0,1.0,mid1,0.9660766961651918,1.0,False,False
F25,M1-F25-MCQ-13,825,125,751.0,125.0,1.0,mid1,0.9103030303030303,1.0,False,False
F25,M1-F25-MCQ-13-sq,825,125,751.0,125.0,1.0,mid1,0.9103030303030303,1.0,False,False
F25,M1-F25-MCQ-2-sq,664,125,632.0,125.0,1.0,mid1,0.9518072289156626,1.0,False,False
F25,M1-F25-MCQ-2-v2,664,125,632.0,125.0,1.0,mid1,0.9518072289156626,1.0,False,False
F25,M1-F25-MCQ-3,701,125,662.0,125.0,1.0,mid1,0.9443651925820257,1.0,False,False
F25,M1-F25-MCQ-3-sq,701,125,662.0,125.0,1.0,mid1,0.9443651925820257,1.0,False,False
F25,M1-F25-MCQ-5,767,125,727.0,125.0,1.0,mid1,0.9478487614080835,1.0,False,False
F25,M1-F25-MCQ-5-sq,767,125,727.0,125.0,1.0,mid1,0.9478487614080835,1.0,False,False
F25,M1-F25-MCQ-6-sq,665,125,645.0,125.0,1.0,mid1,0.9699248120300752,1.0,False,False
F25,M1-F25-MCQ-7,778,125,720.0,125.0,1.0,mid1,0.9254498714652957,1.0,False,False
F25,M1-F25-MCQ-9-sq,767,125,734.0,125.0,1.0,mid1,0.9569752281616688,1.0,False,False
F25,M1-F25-PP-21-sq,2779,125,2667.0,125.0,1.0,mid1,0.9596977329974811,1.0,False,False
F25,M1-F25-PP-22-sq,2450,125,2361.0,125.0,1.0,mid1,0.9636734693877551,1.0,False,False
F25,M1-F25-PP-23-sq,3247,125,2932.0,125.0,1.0,mid1,0.902987372959655,1.0,False,False
F25,M1-F25-PP-25-sq,3520,125,3253.0,125.0,1.0,mid1,0.9241477272727273,1.0,False,False
F25,M1-F25-PP-27-v2,2633,125,2593.0,125.0,1.0,mid1,0.9848082035700721,1.0,False,False
F25,M1-F25-mcq6-v2,665,125,645.0,125.0,1.0,mid1,0.9699248120300752,1.0,False,False
F25,M1-F25-mcq9-v2,767,125,734.0,125.0,1.0,mid1,0.9569752281616688,1.0,False,False
F25,M1-F25-pp-rectangle,2450,125,2361.0,125.0,1.0,mid1,0.9636734693877551,1.0,False,False
F25,M1-F25-question-12,678,125,655.0,125.0,1.0,mid1,0.9660766961651918,1.0,False,False
F25,M1-F25_question_1,607,125,582.0,125.0,1.0,mid1,0.9588138385502472,1.0,False,False
F25,M2-F25-AC-AGZ-2,143637,126,142660.0,126.0,1.0,mid2,0.9931981314006837,1.0,False,False
F25,M2-F25-MCQ-AGZ-1,660,126,613.0,126.0,1.0,mid2,0.9287878787878788,1.0,False,False
F25,M2-F25-MCQ-BE-1,718,126,678.0,126.0,1.0,mid2,0.9442896935933147,1.0,False,False
F25,M2-F25-MCQ-MMH-2,579,126,573.0,126.0,1.0,mid2,0.9896373056994818,1.0,False,False
F25,M2-F25-MCQ-SCz-2,732,126,689.0,126.0,1.0,mid2,0.9412568306010929,1.0,False,False
F25,Mid2-f25-q18-mcq-sq,660,126,613.0,126.0,1.0,mid2,0.9287878787878788,1.0,True,False
F25,ac_movie_genre_count_v3,95605,125,91537.0,125.0,1.0,mid1,0.957449924167146,1.0,False,False
F25,exp1_pp1a,4854,125,2932.0,125.0,1.0,mid1,0.604037906880923,1.0,False,False
F25,file_get_cat_pp,3314,126,3166.0,126.0,1.0,mid2,0.9553409776704889,1.0,False,False
F25,func_ll_pp_total_even,4309,125,2667.0,125.0,1.0,mid1,0.6189371083778139,1.0,False,False
F25,html_pp,3971,126,3820.0,126.0,1.0,mid2,0.9619743137748678,1.0,False,False
F25,m1-f24-ac-27,52283,125,50974.0,125.0,1.0,mid1,0.9749631811487481,1.0,False,False
F25,m1-f24-fitb-19,795,125,748.0,125.0,1.0,mid1,0.9408805031446541,1.0,False,False
F25,m1-f24-fitb-20,774,125,756.0,125.0,1.0,mid1,0.9767441860465116,1.0,False,False
F25,m1-f24-mcq-10,647,125,629.0,125.0,1.0,mid1,0.9721792890262752,1.0,False,False
F25,m1-f24-mcq-11,703,125,661.0,125.0,1.0,mid1,0.9402560455192034,1.0,False,False
F25,m1-f24-mcq-14,597,125,595.0,125.0,1.0,mid1,0.9966499162479062,1.0,False,False
F25,m1-f24-mcq-15,962,125,849.0,125.0,1.0,mid1,0.8825363825363826,1.0,False,False
F25,m1-f24-mcq-8,662,125,648.0,125.0,1.0,mid1,0.9788519637462235,1.0,False,False
F25,m1-f24-pp-22,3175,125,2962.0,125.0,1.0,mid1,0.9329133858267716,1.0,False,False
F25,m1-f24-pp-24,4729,125,4439.0,125.0,1.0,mid1,0.9386762529075915,1.0,False,False
F25,m1-f25-mcq-4,648,125,635.0,125.0,1.0,mid1,0.9799382716049383,1.0,False,False
F25,m2-f25-q21-mcq-sq,637,126,614.0,126.0,1.0,mid2,0.9638932496075353,1.0,False,False
F25,m2-f25-q26-pp-sq,4702,126,4293.0,126.0,1.0,mid2,0.9130157379838366,1.0,False,False
F25,m2-f25-q29-ac-sq,140165,126,139244.0,126.0,1.0,mid2,0.9934291727606749,1.0,False,False
F25,m2-f25-q3-mcq-sq,718,126,678.0,126.0,1.0,mid2,0.9442896935933147,1.0,False,False
F25,mid-f25-q28-v3,75495,125,74718.0,125.0,1.0,mid1,0.9897079276773296,1.0,True,False
F25,mid1_w24_git,598,125,595.0,125.0,1.0,mid1,0.9949832775919732,1.0,True,False
F25,mid2-f22-get-month-counts-ac,121888,126,121177.0,126.0,1.0,mid2,0.9941667760567078,1.0,True,False
F25,mid2-f25-q14-mcq-sq,586,126,575.0,126.0,1.0,mid2,0.9812286689419796,1.0,True,False
F25,mid2-f25-q2-mcq-sq,746,126,714.0,126.0,1.0,mid2,0.9571045576407506,1.0,True,False
F25,mid2-f25-q4-mcq-sq,579,126,573.0,126.0,1.0,mid2,0.9896373056994818,1.0,True,False
F25,mid2-f25-q7-mcq-sq,802,126,751.0,126.0,1.0,mid2,0.9364089775561097,1.0,True,False
F25,mid2-f25-q9-mcq-sq,732,126,689.0,126.0,1.0,mid2,0.9412568306010929,1.0,True,False
F25,mid2_f24_23_mcq_sq,759,126,686.0,126.0,1.0,mid2,0.9038208168642952,1.0,True,False
F25,mid2_f24_q1_mcq_sq,576,126,565.0,126.0,1.0,mid2,0.9809027777777778,1.0,True,False
F25,mid2_f24_q24_mcq_sq_v2,667,126,650.0,126.0,1.0,mid2,0.974512743628186,1.0,True,False
F25,mid2_f24_q25_pp_sq,4287,126,4092.0,126.0,1.0,mid2,0.9545136459062281,1.0,True,False
F25,mid2_f24_weather_nested_avg_rev2,4702,126,4293.0,126.0,1.0,mid2,0.9130157379838366,1.0,True,False
F25,mid2_f25_csv_reader,802,126,751.0,126.0,1.0,mid2,0.9364089775561097,1.0,True,False
F25,mid2_f25_regex_mc_v2,637,126,614.0,126.0,1.0,mid2,0.9638932496075353,1.0,True,False
F25,mid2_fa25_terminal_v2,586,126,575.0,126.0,1.0,mid2,0.9812286689419796,1.0,True,False
F25,mid2_fall23_links_mc,621,126,605.0,126.0,1.0,mid2,0.9742351046698873,1.0,True,False
F25,mid2_fall23_q10_sq,572,126,559.0,126.0,1.0,mid2,0.9772727272727273,1.0,True,False
F25,mid2_fall23_q11_sq,710,126,654.0,126.0,1.0,mid2,0.9211267605633803,1.0,True,False
F25,mid2_fall23_q13_sq_v2,774,126,712.0,126.0,1.0,mid2,0.9198966408268734,1.0,True,False
F25,mid2_fall23_q14_sq,621,126,605.0,126.0,1.0,mid2,0.9742351046698873,1.0,True,False
F25,mid2_fall23_q16_sq,570,126,563.0,126.0,1.0,mid2,0.987719298245614,1.0,True,False
F25,mid2_fall23_q17_sq,578,126,571.0,126.0,1.0,mid2,0.9878892733564014,1.0,True,False
F25,mid2_fall23_q19_sq_v2,717,126,685.0,126.0,1.0,mid2,0.9553695955369595,1.0,True,False
F25,mid2_fall23_q20_sq,715,126,648.0,126.0,1.0,mid2,0.9062937062937063,1.0,True,False
F25,mid2_fall23_q22_sq,641,126,575.0,126.0,1.0,mid2,0.8970358814352574,1.0,True,False
F25,mid2_fall23_q27_sq,3971,126,3820.0,126.0,1.0,mid2,0.9619743137748678,1.0,True,False
F25,mid2_fall23_q28_sq,3314,126,3166.0,126.0,1.0,mid2,0.9553409776704889,1.0,True,False
F25,mid2_fall23_q33_sq,117486,126,116852.0,126.0,1.0,mid2,0.9946036123453007,1.0,True,False
F25,mid2_fall23_q5_sq,664,126,606.0,126.0,1.0,mid2,0.9126506024096386,1.0,True,False
F25,mid2_fall23_q6_sq_v2,698,126,642.0,126.0,1.0,mid2,0.9197707736389685,1.0,True,False
F25,mid2_fall23_q8_sq,615,126,587.0,126.0,1.0,mid2,0.9544715447154472,1.0,True,False
F25,mid2_fall24_q1_AB,576,126,565.0,126.0,1.0,mid2,0.9809027777777778,1.0,True,False
F25,mid2_w23_HTML_errors,717,126,685.0,126.0,1.0,mid2,0.9553695955369595,1.0,True,False
F25,mid2_w23_read_string,710,126,654.0,126.0,1.0,mid2,0.9211267605633803,1.0,True,False
F25,mid2_w23_regex_greedy,578,126,571.0,126.0,1.0,mid2,0.9878892733564014,1.0,True,False
F25,mid2_w24_html_mc,667,126,650.0,126.0,1.0,mid2,0.974512743628186,1.0,True,False
F25,mid2_win22_fileEx_write_mc,572,126,559.0,126.0,1.0,mid2,0.9772727272727273,1.0,True,False
F25,mid2_win23_from_regex,570,126,563.0,126.0,1.0,mid2,0.987719298245614,1.0,True,False
F25,mid_2_fa22_unittest_mc,774,126,712.0,126.0,1.0,mid2,0.9198966408268734,1.0,True,False
F25,mid_2_fall_23_dict_sorting_v2,746,126,714.0,126.0,1.0,mid2,0.9571045576407506,1.0,True,False
F25,mid_2_q12_debug_mc,715,126,648.0,126.0,1.0,mid2,0.9062937062937063,1.0,True,False
F25,mid_2_q1_split_v3_mc,615,126,587.0,126.0,1.0,mid2,0.9544715447154472,1.0,True,False
F25,mid_2_sorted_num_mc,641,126,575.0,126.0,1.0,mid2,0.8970358814352574,1.0,True,False
F25,q_f24_which_assert_mcq,662,125,648.0,125.0,1.0,mid1,0.9788519637462235,1.0,False,False
F25,q_mid1_w23_str_slice_methods,648,125,635.0,125.0,1.0,mid1,0.9799382716049383,1.0,True,False
F25,q_mid1f22_less_dict_v2,55094,125,53692.0,125.0,1.0,mid1,0.9745525828583875,1.0,True,False
F25,q_midf21_call_parent_method,795,125,748.0,125.0,1.0,mid1,0.9408805031446541,1.0,True,False
F25,q_midf21_class_car_test_pp_v2,4729,125,4439.0,125.0,1.0,mid1,0.9386762529075915,1.0,True,False
F25,q_midf21_create_dog_class,962,125,849.0,125.0,1.0,mid1,0.8825363825363826,1.0,True,False
F25,q_midf21_immutable?,778,125,720.0,125.0,1.0,mid1,0.9254498714652957,1.0,True,False
F25,q_midf21_method_on_create_fitb,774,125,756.0,125.0,1.0,mid1,0.9767441860465116,1.0,True,False
F25,q_midf21_two_list_to_dict_pp,3175,125,2962.0,125.0,1.0,mid1,0.9329133858267716,1.0,True,False
F25,q_midw22_album_and_song,647,125,629.0,125.0,1.0,mid1,0.9721792890262752,1.0,True,False
F25,q_midw23_git,703,125,661.0,125.0,1.0,mid1,0.9402560455192034,1.0,True,False
F25,q_midw23_object_attributes_and_methods_v2,878,125,812.0,125.0,1.0,mid1,0.9248291571753986,1.0,True,False
F25,regex_digits_mc,698,126,642.0,126.0,1.0,mid2,0.9197707736389685,1.0,False,False
F25,sd-mcq-read-file,759,126,686.0,126.0,1.0,mid2,0.9038208168642952,1.0,False,False
F25,strip_mc,664,126,606.0,126.0,1.0,mid2,0.9126506024096386,1.0,False,False
F25,turtle_3_2_DrawA_v2,2633,125,2593.0,125.0,1.0,mid1,0.9848082035700721,1.0,False,False
W22,Exercises_bsoup_mc11,2,2,1.0,1.0,1.0,mid2,0.5,0.5,False,False
W22,Exercises_bsoup_mc12,2,2,1.0,1.0,1.0,mid2,0.5,0.5,False,False
W22,Exercises_bsoup_mc9,4,2,2.0,1.0,1.0,mid2,0.5,0.5,False,False
W22,beautifulsoup_fill,373,121,363.0,119.0,1.0,mid2,0.9731903485254692,0.9834710743801653,False,False
W22,count_evens,6001,126,5863.0,124.0,1.0,mid1,0.9770038326945509,0.9841269841269841,False,False
W22,dp_get_counts_dict_pp,1462,126,1437.0,124.0,1.0,mid1,0.9829001367989056,0.9841269841269841,False,False
W22,file_get_cat_pp,1671,121,1645.0,119.0,1.0,mid2,0.9844404548174746,0.9834710743801653,False,False
W22,get_min_day_ac,9446,121,9213.0,120.0,1.0,mid2,0.9753334744865552,0.9917355371900827,False,False
W22,html_pp,2132,121,2091.0,119.0,1.0,mid2,0.9807692307692307,0.9834710743801653,False,False
W22,mid1w22_q10_mcq_sq,555,126,547.0,124.0,1.0,mid1,0.9855855855855856,0.9841269841269841,True,False
W22,mid1w22_q11_mcq_sq,365,125,363.0,124.0,1.0,mid1,0.9945205479452055,0.992,True,False
W22,mid1w22_q12_mcq_sq,334,126,329.0,124.0,1.0,mid1,0.9850299401197605,0.9841269841269841,True,False
W22,mid1w22_q13_mcq_sq,364,126,361.0,124.0,1.0,mid1,0.9917582417582418,0.9841269841269841,True,False
W22,mid1w22_q14_mcq_sq,376,126,372.0,124.0,1.0,mid1,0.9893617021276596,0.9841269841269841,True,False
W22,mid1w22_q15_mcq_sq,410,126,405.0,124.0,1.0,mid1,0.9878048780487805,0.9841269841269841,True,False
W22,mid1w22_q16_fitb_sq,355,126,351.0,124.0,1.0,mid1,0.9887323943661972,0.9841269841269841,True,False
W22,mid1w22_q17_fitb_sq,404,126,399.0,124.0,1.0,mid1,0.9876237623762376,0.9841269841269841,True,False
W22,mid1w22_q18_fitb_sq,371,125,368.0,123.0,1.0,mid1,0.9919137466307277,0.984,True,False
W22,mid1w22_q19_fitb_sq,415,126,411.0,124.0,1.0,mid1,0.9903614457831326,0.9841269841269841,True,False
W22,mid1w22_q1_mcq_sq,364,126,360.0,124.0,1.0,mid1,0.989010989010989,0.9841269841269841,True,False
W22,mid1w22_q20_fitb_sq,495,126,488.0,124.0,1.0,mid1,0.9858585858585859,0.9841269841269841,True,False
W22,mid1w22_q21_pp_sq,1322,126,1302.0,124.0,1.0,mid1,0.9848714069591528,0.9841269841269841,True,False
W22,mid1w22_q22_pp_sq,1462,126,1437.0,124.0,1.0,mid1,0.9829001367989056,0.9841269841269841,True,False
W22,mid1w22_q23_pp_sq,2309,126,2275.0,124.0,1.0,mid1,0.9852750108271979,0.9841269841269841,True,False
W22,mid1w22_q24_pp_sq,3202,125,3130.0,123.0,1.0,mid1,0.9775140537164272,0.984,True,False
W22,mid1w22_q25_pp_sq,1481,126,1453.0,124.0,1.0,mid1,0.9810938555030385,0.9841269841269841,True,False
W22,mid1w22_q26_pp_sq,1524,126,1498.0,124.0,1.0,mid1,0.9829396325459318,0.9841269841269841,True,False
W22,mid1w22_q27_pp_sq,4328,126,4230.0,124.0,1.0,mid1,0.9773567467652495,0.9841269841269841,True,False
W22,mid1w22_q28_pp_sq,2920,126,2835.0,124.0,1.0,mid1,0.9708904109589042,0.9841269841269841,True,False
W22,mid1w22_q29_pp_sq,7258,126,7040.0,124.0,1.0,mid1,0.9699641774593551,0.9841269841269841,True,False
W22,mid1w22_q2_mcq_sq,350,126,347.0,124.0,1.0,mid1,0.9914285714285714,0.9841269841269841,True,False
W22,mid1w22_q30_ac_sq,3976,126,3820.0,124.0,1.0,mid1,0.9607645875251509,0.9841269841269841,True,False
W22,mid1w22_q31_ac_sq,9995,125,9921.0,124.0,1.0,mid1,0.9925962981490746,0.992,True,False
W22,mid1w22_q3_mcq_sq,309,126,306.0,124.0,1.0,mid1,0.9902912621359223,0.9841269841269841,True,False
W22,mid1w22_q4_mcq_sq,393,126,390.0,124.0,1.0,mid1,0.9923664122137404,0.9841269841269841,True,False
W22,mid1w22_q5_mcq_sq,379,126,374.0,124.0,1.0,mid1,0.9868073878627969,0.9841269841269841,True,False
W22,mid1w22_q6_mcq_sq,353,126,348.0,124.0,1.0,mid1,0.9858356940509915,0.9841269841269841,True,False
W22,mid1w22_q7_mcq_sq,357,126,353.0,124.0,1.0,mid1,0.988795518207283,0.9841269841269841,True,False
W22,mid1w22_q8_mcq_sq,319,126,315.0,124.0,1.0,mid1,0.987460815047022,0.9841269841269841,True,False
W22,mid1w22_q9_mcq_sq,370,126,365.0,124.0,1.0,mid1,0.9864864864864865,0.9841269841269841,True,False
W22,mid2_regex_slash_b_mc,398,121,394.0,119.0,1.0,mid2,0.9899497487437185,0.9834710743801653,True,False
W22,mid2_w22_find_all_wb_fitb,393,121,383.0,119.0,1.0,mid2,0.9745547073791349,0.9834710743801653,True,False
W22,mid2_win22_bs_parent_child,417,121,411.0,119.0,1.0,mid2,0.9856115107913669,0.9834710743801653,True,False
W22,mid2_win22_fileEx_write_mc,308,121,304.0,119.0,1.0,mid2,0.987012987012987,0.9834710743801653,True,False
W22,mid2_win22_get_dogs_try_except_ac,8465,121,8370.0,120.0,1.0,mid2,0.9887773183697578,0.9917355371900827,True,False
W22,mid2_win22_nested_type_mc,293,121,289.0,119.0,1.0,mid2,0.9863481228668942,0.9834710743801653,True,False
W22,mid2_win22_pi_soup_find_mc,366,121,358.0,119.0,1.0,mid2,0.9781420765027322,0.9834710743801653,True,False
W22,mid2_win22_q10_sq,308,121,304.0,119.0,1.0,mid2,0.987012987012987,0.9834710743801653,True,False
W22,mid2_win22_q11_sq,357,121,352.0,119.0,1.0,mid2,0.9859943977591037,0.9834710743801653,True,False
W22,mid2_win22_q12_sq,398,121,394.0,119.0,1.0,mid2,0.9899497487437185,0.9834710743801653,True,False
W22,mid2_win22_q13_sq,366,121,358.0,119.0,1.0,mid2,0.9781420765027322,0.9834710743801653,True,False
W22,mid2_win22_q14_sq,434,121,430.0,119.0,1.0,mid2,0.9907834101382489,0.9834710743801653,True,False
W22,mid2_win22_q15_sq,344,121,339.0,119.0,1.0,mid2,0.9854651162790697,0.9834710743801653,True,False
W22,mid2_win22_q16_sq,390,121,384.0,119.0,1.0,mid2,0.9846153846153847,0.9834710743801653,True,False
W22,mid2_win22_q17_sq,415,121,410.0,119.0,1.0,mid2,0.9879518072289156,0.9834710743801653,True,False
W22,mid2_win22_q18_sq,344,121,338.0,119.0,1.0,mid2,0.9825581395348837,0.9834710743801653,True,False
W22,mid2_win22_q19_sq,373,121,363.0,119.0,1.0,mid2,0.9731903485254692,0.9834710743801653,True,False
W22,mid2_win22_q1_sq,344,120,339.0,118.0,1.0,mid2,0.9854651162790697,0.9833333333333333,True,False
W22,mid2_win22_q20_sq,46,12,46.0,12.0,1.0,mid2,1.0,1.0,True,False
W22,mid2_win22_q20_v2_sq,347,109,337.0,107.0,1.0,mid2,0.9711815561959655,0.981651376146789,True,False
W22,mid2_win22_q21_sq,341,121,335.0,119.0,1.0,mid2,0.9824046920821115,0.9834710743801653,True,False
W22,mid2_win22_q22_sq,325,121,319.0,119.0,1.0,mid2,0.9815384615384616,0.9834710743801653,True,False
W22,mid2_win22_q23_sq,329,121,321.0,119.0,1.0,mid2,0.9756838905775076,0.9834710743801653,True,False
W22,mid2_win22_q24_sq,2132,121,2091.0,119.0,1.0,mid2,0.9807692307692307,0.9834710743801653,True,False
W22,mid2_win22_q25_sq,1671,121,1645.0,119.0,1.0,mid2,0.9844404548174746,0.9834710743801653,True,False
W22,mid2_win22_q26_sq,2099,121,2063.0,119.0,1.0,mid2,0.9828489757027156,0.9834710743801653,True,False
W22,mid2_win22_q27_sq,1407,120,1386.0,118.0,1.0,mid2,0.9850746268656716,0.9833333333333333,True,False
W22,mid2_win22_q28_sq,1185,121,1158.0,119.0,1.0,mid2,0.9772151898734177,0.9834710743801653,True,False
W22,mid2_win22_q29_sq,1271,121,1242.0,119.0,1.0,mid2,0.977183320220299,0.9834710743801653,True,False
W22,mid2_win22_q2_sq,293,121,289.0,119.0,1.0,mid2,0.9863481228668942,0.9834710743801653,True,False
W22,mid2_win22_q30_sq,8963,121,8813.0,120.0,1.0,mid2,0.983264531964744,0.9917355371900827,True,False
W22,mid2_win22_q31_sq,6931,121,6760.0,120.0,1.0,mid2,0.975328235463858,0.9917355371900827,True,False
W22,mid2_win22_q32_sq,6263,121,6191.0,120.0,1.0,mid2,0.9885039118633243,0.9917355371900827,True,False
W22,mid2_win22_q3_sq,344,121,341.0,119.0,1.0,mid2,0.9912790697674418,0.9834710743801653,True,False
W22,mid2_win22_q4_sq,471,121,467.0,119.0,1.0,mid2,0.9915074309978769,0.9834710743801653,True,False
W22,mid2_win22_q5_sq,417,121,411.0,119.0,1.0,mid2,0.9856115107913669,0.9834710743801653,True,False
W22,mid2_win22_q6_sq,421,121,419.0,119.0,1.0,mid2,0.995249406175772,0.9834710743801653,True,False
W22,mid2_win22_q7_sq,352,121,346.0,119.0,1.0,mid2,0.9829545454545454,0.9834710743801653,True,False
W22,mid2_win22_q8_sq,326,121,320.0,119.0,1.0,mid2,0.9815950920245399,0.9834710743801653,True,False
W22,mid2_win22_q9_sq,298,121,292.0,119.0,1.0,mid2,0.9798657718120806,0.9834710743801653,True,False
W22,mid2_win22_regex_num_found_s_mc,344,120,339.0,118.0,1.0,mid2,0.9854651162790697,0.9833333333333333,True,False
W22,mid2_win22_w_plus_regex,298,121,292.0,119.0,1.0,mid2,0.9798657718120806,0.9834710743801653,True,False
W22,mid_2_create_list_from_two_lists_pp,1407,120,1386.0,118.0,1.0,mid2,0.9850746268656716,0.9833333333333333,True,False
W22,mid_2_dict_sorting_mc,421,121,419.0,119.0,1.0,mid2,0.995249406175772,0.9834710743801653,True,False
